Module,GO_term,Overlap,P-value,Adjusted P-value,Odds Ratio,Genes
Ast2,"base-excision repair, gap-filling (GO:0006287)",14/35,0.00019212307007073783,0.045525481617531,3.964509394572025,RFC5;MBD4;RFC4;LIG1;XRCC1;LIG3;POLB;POLD3;TDG;POLL;NEIL1;POLE;MUTYH;POLG
Ast2,mitochondrial DNA replication (GO:0006264),6/8,0.0001941976668633257,0.045525481617531,17.810548230395558,MGME1;POLG2;SSBP1;POLG;PRIMPOL;TEFM
Ast3,cytoplasmic translation (GO:0002181),70/93,5.670191295065615e-72,1.000320254422941e-68,62.66858436291616,EIF4A2;RPL5;RPL30;RPL32;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS14;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;RPL21;RPS7;RPS8;RPL23;RPS5;RPL13A;RPS3A;RPSA;RPL24;RPL27;RPL26;RPL29;RPL28;UBA52;RPL10;RPL12;RPL11;GSPT2;RPS15A;RPL14;RPL13;RPL15;RPL18;RPS27A;RPL19;RWDD1;RPL41;TMA7;RPL35A;RPL23A;RPS26;RPS25;RPS28;RPS27;RPS29;RPL22L1;RPS21;RPL26L1;RPS24;RPS23
Ast3,SRP-dependent cotranslational protein targeting to membrane (GO:0006614),69/90,6.11069184131302e-72,1.000320254422941e-68,67.59031109735335,RPL5;SRP19;RPL30;RPL32;RPL34;RPLP1;RPLP0;RPL10A;RPL8;SRP14;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS14;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPLP2;RPL38;RPL37;SEC61B;RPS11;RPL39;RPS10;RPS13;RPS12;RPL21;RPS7;RPS8;RPL23;RPS5;RPL13A;RPS3A;RPSA;SRP9;RPL24;RPL27;RPL26;RPL29;RPL28;UBA52;RPL10;RPL12;RPL11;RPS15A;RPL14;RPL13;RPL15;RPL18;RPS27A;RPL19;RPL41;RPL35A;RPL23A;RPS26;RPS25;RPS28;RPS27;RPS29;RPS21;RPS24;RPS23
Ast3,cotranslational protein targeting to membrane (GO:0006613),70/94,2.1198742803952386e-71,2.3134894646713368e-68,60.05422993492408,RPL5;SRP19;RPL30;ARL6IP1;RPL32;RPL34;RPLP1;RPLP0;RPL10A;RPL8;SRP14;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS14;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPLP2;RPL38;RPL37;RPS11;SEC62;RPL39;RPS10;RPS13;RPS12;RPL21;RPS7;RPS8;RPL23;RPS5;RPL13A;RPS3A;RPSA;SRP9;RPL24;RPL27;RPL26;RPL29;RPL28;UBA52;RPL10;RPL12;RPL11;RPS15A;RPL14;RPL13;RPL15;RPL18;RPS27A;RPL19;RPL41;RPL35A;RPL23A;RPS26;RPS25;RPS28;RPS27;RPS29;RPS21;RPS24;RPS23
Ast3,protein targeting to ER (GO:0045047),72/103,4.40542711277493e-70,3.60584209180628e-67,47.90827489481066,RPL5;SRP19;RPL30;RPL32;RPL34;RPLP1;RPLP0;RPL10A;RPL8;SRP14;RPL9;RPL6;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPS18;SEC61G;RPL36;RPL35;RPLP2;RPL38;RPL37;RPS11;SEC62;RPL39;RPS10;RPS13;RPS12;RPL21;RPS7;RPS8;RPL23;RPS5;RPL13A;RPSA;RPS3A;SRP9;RPL24;RPL27;RPL26;RPL29;RPL28;UBA52;RPL10;RPL12;RPL11;RPS15A;RPL14;RPL13;RPL15;RPL18;RPS27A;RPL19;RPL41;RPL35A;RPL23A;RPS26;RPS25;RPS28;SPCS2;RPS27;SPCS1;RPS29;RPS21;RPS24;RPS23
Ast3,translation (GO:0006412),94/214,3.758544882274934e-65,2.4610951889136265e-62,16.47616926503341,RPL5;RPL30;RPL32;RPL34;RPLP1;MRPS12;RPLP0;MRPL36;RPL8;MRPL34;RPL10A;RPL9;RPL6;MRPL32;RPL7;RPS15;MRPL41;EEF1B2;RPS4X;RPS14;TRMT112;RPL7A;RPS17;MRPL2;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPLP2;RPL38;RPL37;MRPL9;RPS11;RPL39;RPS10;RPS13;RPS12;MRPS28;RPL21;RPS7;RPS8;RPL23;RPS5;DHPS;MRPS21;RPL13A;RPSA;RPS3A;MRPL43;TUFM;MRPL52;MRPL51;RPL24;RPL27;RPL26;RPL29;EEF1E1;RPL28;UBA52;RPL10;MRPL18;MRPS33;RPL12;MRPS34;RPL11;GSPT2;MRPL57;MRPL55;RPS15A;RPL14;RPL13;RPL15;RPL18;RPS27A;RPL19;RWDD1;RPL41;TMA7;RPL35A;RPL23A;MRPL23;RPS26;RPS25;RPS28;RPS27;RPS29;RPL22L1;RPS21;RSL24D1;RPS24;RPL26L1;RPS23
Ast3,peptide biosynthetic process (GO:0043043),81/162,7.519148996926042e-62,4.102948969322643e-59,20.77607025246981,RPL5;RPL30;RPL32;RPL34;RPLP1;MRPS12;RPLP0;MRPL36;RPL10A;RPL8;MRPL34;RPL9;RPL6;MRPL32;RPL7;RPS15;MRPL41;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPLP2;RPL38;RPL37;MRPL9;RPS11;RPL39;RPS10;RPS13;RPS12;RPL21;RPS7;RPS8;RPL23;RPS5;DHPS;MRPS21;RPL13A;RPSA;RPS3A;MRPL43;MRPL52;MRPL51;RPL24;RPL27;RPL26;RPL29;RPL28;RPL10;MRPL18;MRPS33;RPL12;RPL11;GSPT2;MRPL55;RPS15A;RPL14;RPL13;RPL15;RPL18;RPS27A;RPL19;RPL41;RPL35A;RPL23A;MRPL23;RPS26;RPS25;RPS28;RPS27;RPS29;RPS21;RSL24D1;RPS24;RPS23
Ast3,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)",66/113,1.688807343212829e-56,7.898793202398289e-54,28.753871605165205,RPL5;RPL30;RPL32;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;RPL21;RPS7;RPS8;RPL23;RPS5;RPL13A;RPSA;RPS3A;RPL24;RPL27;RPL26;RPL29;RPL28;UBA52;RPL10;RPL12;RPL11;GSPT2;RPS15A;RPL14;RPL13;RPL15;RPL18;RPS27A;RPL19;RPL41;RPL35A;RPL23A;RPS26;RPS25;RPS28;RPS27;RPS29;RPS21;RPS24;RPS23
Ast3,cellular macromolecule biosynthetic process (GO:0034645),94/314,1.0631169931255941e-47,4.350806294366494e-45,8.939420935412027,RPL5;RPL30;RPL32;RPL34;RPLP1;MRPS12;RPLP0;SCX;MRPL36;RPL8;MRPL34;RPL10A;RPL9;RPL6;MRPL32;RPL7;PTMS;RPS15;MRPL41;EEF1B2;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPLP2;RPL38;RPL37;MRPL9;RPS11;RPL39;RPS10;RPS13;RPS12;RPL21;RPS7;RPS8;RPL23;RPS5;DHPS;MRPS21;RPL13A;RPSA;RPS3A;MRPL43;TUFM;MRPL52;MRPL51;RPL24;RPL27;RPL26;RPL29;RPL28;SET;RPL10;MRPL18;MRPS33;RPL12;RPL11;GSPT2;MRPL55;RPS15A;POLR2C;RPL14;RPL13;RPL15;POLR2H;RPL18;RPS27A;POLR2I;POLR2J;POLR2K;RPL19;POLR2L;RPL41;DUT;RPL35A;RPL23A;MRPL23;RPS26;RPS25;RPS28;RPS27;RPS29;POLE3;RPS21;RSL24D1;RPS24;RPS23
Ast3,mitochondrial ATP synthesis coupled electron transport (GO:0042775),48/71,7.121251518030886e-46,2.590553052225902e-43,41.97126013264554,NDUFB9;COX7B;NDUFA13;NDUFB8;NDUFB7;NDUFA11;NDUFB10;NDUFB6;UQCRB;NDUFA12;NDUFB11;NDUFB5;COX4I1;NDUFB4;NDUFB3;NDUFB2;NDUFB1;UQCR11;UQCR10;COX6A1;COX5B;COX7C;COX5A;UQCRH;UQCRFS1;CYC1;COA6;COX8A;NDUFA8;NDUFA6;NDUFA5;UQCC3;NDUFA4;NDUFA3;NDUFA2;NDUFA1;NDUFC2;NDUFC1;COX6C;UQCRHL;COX6B1;NDUFS8;NDUFS7;NDUFS6;UQCRQ;NDUFS5;NDUFAB1;NDUFS3
Ast3,nuclear-transcribed mRNA catabolic process (GO:0000956),69/171,6.153530791664514e-45,2.0146659811909614e-42,13.856287043528138,RPL5;RPL30;RPL32;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;RPL21;RPS7;RPS8;RPL23;RPS5;RPL13A;RPSA;RPS3A;RPL24;RPL27;RPL26;RPL29;RPL28;UBA52;RPL10;RPL12;RPL11;GSPT2;EXOSC5;EXOSC4;RPS15A;RPL14;RPL13;RPL15;RPL18;RPS27A;RPL19;RPL41;RPL35A;RPL23A;RPS26;RPS25;RPS28;CNOT7;RPS27;RPS29;RPS21;RPS24;RPS23
Ast3,aerobic electron transport chain (GO:0019646),47/70,1.0161419917548304e-44,3.024408073641196e-42,41.05337014032666,NDUFB9;COX7B;NDUFA13;NDUFB8;NDUFB7;NDUFA11;NDUFB10;NDUFB6;UQCRB;NDUFA12;NDUFB11;NDUFB5;COX4I1;NDUFB4;NDUFB3;NDUFB2;NDUFB1;UQCR11;UQCR10;COX6A1;COX5B;COX7C;COX5A;UQCRH;UQCRFS1;CYC1;COX8A;NDUFA8;NDUFA6;NDUFA5;UQCC3;NDUFA4;NDUFA3;NDUFA2;NDUFA1;NDUFC2;NDUFC1;COX6C;UQCRHL;COX6B1;NDUFS8;NDUFS7;NDUFS6;UQCRQ;NDUFS5;NDUFAB1;NDUFS3
Ast3,gene expression (GO:0010467),96/356,2.665242448511712e-44,7.271669813689452e-42,7.725824175824176,RPL5;RPL30;RPL32;RPL34;RPLP1;MRPS12;RPLP0;SCX;MRPL36;RPL8;MRPL34;RPL10A;RPL9;RPL6;MRPL32;RPL7;RPS15;MRPL41;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPLP2;RPL38;RPL37;MRPL9;RPS11;RPL39;RPS10;RPS13;RPS12;RPL21;RPS7;RPS8;RPL23;RPS5;DHPS;MRPS21;RPL13A;RPSA;RPS3A;MRPL43;THOC7;MRPL52;MRPL51;HNRNPH1;SRSF2;RPL24;RPL27;RPL26;RPL29;SRSF6;RPL28;SRSF9;RPL10;MRPL18;MRPS33;RPL12;RPL11;GSPT2;MRPL55;RPS15A;PABPN1;POLR2C;RPL14;RPL13;RPL15;POLR2H;RPL18;RPS27A;POLR2I;POLR2J;POLR2K;RPL19;POLR2L;RPL41;ALYREF;RPL35A;RPL23A;MRPL23;RPS26;RPS25;RPS28;HNRNPK;RPS27;RPS29;RPS21;RSL24D1;RPS24;RPS23
Ast3,cellular protein metabolic process (GO:0044267),101/417,5.13751446491346e-42,1.293863258317436e-39,6.705209620821435,RPL5;RPL30;RPL32;RPL34;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;RPS14;RPS17;LGALS1;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;RPL21;RPS7;RPS8;RPL23;RPS5;FBXO2;RPSA;CDC34;RPL24;RPL27;RPL26;RPL29;RPL28;UBA52;UBA7;MRPL18;HTRA2;GSPT2;NCSTN;RPL41;MRPL23;RPS26;RPS25;RPS28;RPS27;RPS29;RSL24D1;RPS21;RPS24;RPS23;RPLP1;RPLP0;MRPS12;MRPL36;MRPL34;MRPL32;MRPL41;RPS4X;UBL5;RPL7A;RPLP2;TIMP1;MRPL9;PSENEN;DHPS;RPL13A;MRPS21;RPS3A;RABGGTB;MRPL43;MRPL52;MRPL51;STOML2;RPL10;RPL12;MRPS33;RPL11;NEDD8;RNF5;FSTL3;MRPL55;CST3;RPS15A;RPL14;SPP1;RPL13;TMEM208;RPL15;RPL18;RPS27A;RPL19;RPL35A;RPL23A;SPCS2;SPCS1
Ast3,mitochondrial respiratory chain complex assembly (GO:0033108),43/90,3.3839214775591163e-32,7.913542083948962e-30,18.27955518687084,NDUFB9;NDUFA13;NDUFB8;NDUFB7;NDUFA11;NDUFB10;NDUFB6;NDUFA12;NDUFB11;NDUFB5;NDUFB4;COX17;NDUFB3;NDUFB2;NDUFB1;PET117;UQCRFS1;COX14;COA3;NDUFA8;SURF1;NDUFA6;NDUFA5;PET100;UQCC3;UQCC2;NDUFA3;NDUFA2;NDUFA1;NDUFC2;NDUFC1;NDUFAF8;NDUFS8;NDUFS7;NDUFS6;SCO2;NDUFS5;NDUFAF4;NDUFAB1;NDUFS3;TMEM126A;NDUFAF3;TMEM126B
Ast3,rRNA metabolic process (GO:0016072),55/162,2.083164577572068e-31,4.546853884647301e-29,10.368695079743464,RPL5;RPL30;RPL32;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;RPL37;RPL39;RPL21;RPS7;RPL23;RPL13A;SENP3;EBNA1BP2;SBDS;RPL24;RPL27;RPL26;RPL29;RPL28;UBA52;RPL10;RPL12;RPL11;SNU13;EXOSC5;EXOSC4;RPL14;RPL13;RPL15;RPL18;RPL19;RPL41;RPL35A;RPL23A;RPS25;RPS28;RPS27;RPS24
Ast3,ribosome biogenesis (GO:0042254),59/192,6.518901842005718e-31,1.33393028942042e-28,8.974405467043816,RPL5;RPL30;RPL32;RPL34;RPLP1;RPLP0;MRPL36;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;RPL37;RPL39;RPL21;RPS7;RPL23;RPL13A;SENP3;EBNA1BP2;SBDS;RPL24;RPL27;RPL26;RPL29;RPL28;UBA52;RPL10;RPL12;RPL11;SNU13;EXOSC5;EXOSC4;RPL14;RPL13;RPL15;RPL18;RPL19;RPL41;NPM1;RPL35A;RPL23A;RPS25;RPS28;RPS27;RPS24;RAN;RPL26L1
Ast3,rRNA processing (GO:0006364),56/173,1.013103180162171e-30,1.9511175363829107e-28,9.66009204470743,RPL5;RPL30;RPL32;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;RPL37;RPL39;RPL21;RPS7;RPL23;RPL13A;SENP3;EBNA1BP2;NHP2;SBDS;RPL24;RPL27;RPL26;RPL29;RPL28;UBA52;RPL10;RPL12;RPL11;SNU13;EXOSC5;EXOSC4;RPL14;RPL13;RPL15;RPL18;RPL19;RPL41;RPL35A;RPL23A;RPS25;RPS28;RPS27;RPS24
Ast3,"mitochondrial electron transport, NADH to ubiquinone (GO:0006120)",29/39,3.920558946798337e-30,7.13106110656542e-28,57.21100726895119,NDUFB9;NDUFA13;NDUFB8;NDUFB7;NDUFA11;NDUFB10;NDUFB6;NDUFA12;NDUFB11;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;NDUFA8;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA2;NDUFA1;NDUFC2;NDUFC1;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFAB1;NDUFS3
Ast3,NADH dehydrogenase complex assembly (GO:0010257),33/58,2.826842984272063e-28,4.627541965253367e-26,26.128842544317,NDUFB9;NDUFA13;NDUFB8;NDUFB7;NDUFA11;NDUFB10;NDUFB6;NDUFA12;NDUFB11;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;NDUFA8;NDUFA6;NDUFA5;NDUFA3;NDUFA2;NDUFA1;NDUFC2;NDUFC1;NDUFAF8;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFAF4;NDUFAB1;NDUFS3;TMEM126A;NDUFAF3;TMEM126B
Ast3,mitochondrial respiratory chain complex I assembly (GO:0032981),33/58,2.826842984272063e-28,4.627541965253367e-26,26.128842544317,NDUFB9;NDUFA13;NDUFB8;NDUFB7;NDUFA11;NDUFB10;NDUFB6;NDUFA12;NDUFB11;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;NDUFA8;NDUFA6;NDUFA5;NDUFA3;NDUFA2;NDUFA1;NDUFC2;NDUFC1;NDUFAF8;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFAF4;NDUFAB1;NDUFS3;TMEM126A;NDUFAF3;TMEM126B
Ast3,ncRNA processing (GO:0034470),57/201,7.156764714547793e-28,1.115773698829975e-25,7.986096256684492,RPL5;RPL30;POP7;RPL32;RPL34;RPLP1;RPLP0;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;RPL37;RPL39;RPL21;RPS7;RPL23;RPL13A;TRPT1;SENP3;EBNA1BP2;SBDS;RPL24;RPL27;RPL26;RPL29;RPL28;UBA52;RPL10;RPL12;RPL11;SNU13;EXOSC5;EXOSC4;RPL14;RPL13;RPL15;RPL18;RPL19;RPL41;RPL35A;RPL23A;RPS25;RPS28;RPS27;RPS24
Ast3,translational elongation (GO:0006414),34/104,2.6460674985250997e-19,3.9378295409868975e-17,9.601729794214137,MRPL18;MRPS33;MRPL19;MRPS12;MRPS34;MRPL17;MRPL14;MRPL36;MRPL34;MRPL57;MRPL32;MRPL54;MRPL55;EEF1B2;MRPL4;MRPL41;MRPL20;MRPL2;MRPL40;RACK1;MRPL9;CHCHD1;MRPS28;GADD45GIP1;MRPS26;MRPS21;MRPL23;MRPL21;MRPL43;TUFM;MRPL52;MRPL51;AURKAIP1;ZNF598
Ast3,mitochondrial translational elongation (GO:0070125),31/89,1.2387060710119109e-18,1.7632711636926068e-16,10.53948832035595,MRPL18;MRPS33;MRPS12;MRPL19;MRPS34;MRPL17;MRPL36;MRPL14;MRPL34;MRPL57;MRPL32;MRPL54;MRPL55;MRPL4;MRPL41;MRPL20;MRPL2;MRPL40;MRPL9;CHCHD1;MRPS28;GADD45GIP1;MRPS26;MRPS21;MRPL23;MRPL43;MRPL21;TUFM;MRPL52;MRPL51;AURKAIP1
Ast3,translational termination (GO:0006415),32/96,1.5564260007257781e-18,2.1232244693234155e-16,9.866666666666667,MRPL18;MRPS33;MRPS12;MRPL19;MRPS34;MRPL17;MRPL36;MRPL14;MRPL34;GSPT2;MRPL57;MRPL32;MRPL54;MRPL55;MRPL4;MRPL41;TRMT112;MRPL20;MRPL2;MRPL40;MRPL9;CHCHD1;MRPS28;GADD45GIP1;MRPS26;MRPS21;MRPL23;MRPL43;MRPL21;MRPL52;MRPL51;AURKAIP1
Ast3,mitochondrial translational termination (GO:0070126),30/89,1.2887844599837849e-17,1.6877921287947649e-15,10.015680608900947,MRPL18;MRPS33;MRPS12;MRPL19;MRPS34;MRPL17;MRPL36;MRPL14;MRPL34;MRPL57;MRPL32;MRPL54;MRPL55;MRPL4;MRPL41;MRPL20;MRPL2;MRPL40;MRPL9;CHCHD1;MRPS28;GADD45GIP1;MRPS26;MRPS21;MRPL23;MRPL43;MRPL21;MRPL52;MRPL51;AURKAIP1
Ast3,mitochondrial translation (GO:0032543),31/105,2.687295852281192e-16,3.3839256232187013e-14,8.253705318221447,MRPL18;MRPS33;MRPL19;MRPS12;MRPS34;MRPL17;MRPL14;MRPL36;MRPL34;MRPL57;MRPL32;MRPL54;MRPL55;MRPL4;MRPL41;MRPL20;MRPL2;MRPL40;MRPL9;CHCHD1;MRPS28;GADD45GIP1;MRPS26;MRPS21;MRPL23;MRPL21;MRPL43;TUFM;MRPL52;MRPL51;AURKAIP1
Ast3,ribosome assembly (GO:0042255),19/50,9.736819940397157e-13,1.1806795735133438e-10,11.95381759108842,RPL5;NPM1;RPL10;RPS5;RPLP0;RPL11;RPSA;RPL23A;RPL6;RPS15;RPS14;MRPL20;RPS28;RPS27;RPS19;C1QBP;SBDS;RPL24;RSL24D1
Ast3,ribosomal large subunit biogenesis (GO:0042273),20/57,1.4171354470648105e-12,1.657036233460782e-10,10.549994438883328,RPL5;NPM1;RPL10;RPLP0;RPL11;RPL35A;SNU13;RPL23A;RPL10A;RPL6;RPL7;RPL7A;MRPL20;EBNA1BP2;NHP2;RPL14;RPL24;RPL26;RSL24D1;RPL26L1
Ast3,regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),24/87,3.218332353378016e-12,3.633386249986077e-10,7.455726092089728,PSMD10;HIGD1A;PSMA7;RBX1;PSMD8;PSMA5;PSMB6;PSMB4;PSMC5;PSMA4;PSMB5;PSMB2;UBB;PSMB3;PSMC4;PSMB1;PSME1;PSME2;ELOB;ANKRD2;ELOC;RPS27A;UBA52;ATF4
Ast3,regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418),22/75,6.658836667128125e-12,7.26701041605916e-10,8.111456914997083,PSMD10;HIGD1A;PSMA7;RBX1;PSMD8;PSMA5;PSMB6;PSMB4;PSMC5;PSMA4;PSMB5;PSMB2;UBB;PSMB3;PSMC4;PSMB1;PSME1;PSME2;ELOB;ELOC;RPS27A;UBA52
Ast3,ribonucleoprotein complex assembly (GO:0022618),29/136,2.040345270993855e-11,2.1548678765270583e-09,5.319523296551858,RPL5;RPL10;RPLP0;RPL11;RPL6;RPS15;RPS14;MRPL20;RPS19;SNRPD2;SNRPD1;RPL38;SRPK3;RPS5;RPSA;RPL23A;EIF2S2;LSM4;RPS28;RPS27;SNRPG;RPL24;SNRPE;SNRPC;SRSF6;RSL24D1;LUC7L2;SNRPB;SRSF9
Ast3,ribonucleoprotein complex biogenesis (GO:0022613),19/60,4.083860977973253e-11,4.178300263088884e-09,9.03348958463891,RPL5;NPM1;RPS7;RPL11;RPL35A;MRPL36;RPL7;RPS15;RPS25;RPS17;EBNA1BP2;RPS28;RPS16;RPS19;RPL14;RPL38;RPL26;RPL26L1;RPS24
Ast3,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)",40/251,5.831002065412408e-11,5.785060837018249e-09,3.743080170456808,SF3B5;SF3B6;CSTF2T;SNU13;UBL5;SNRPD2;PABPN1;SNRPD1;PCBP1;POLR2C;PCBP2;SNRPB2;POLR2H;HNRNPA1;POLR2I;POLR2J;POLR2K;POLR2L;ALYREF;BUD31;ZCRB1;CWC15;LSM4;LSM3;LSM7;HNRNPK;HNRNPH1;FRG1;SNRPG;SRSF2;SNRNP27;HNRNPH2;SNRPE;SNRNP25;CACTIN;SNRPC;SRSF6;SRSF8;SNRPB;SRSF9
Ast3,anaphase-promoting complex-dependent catabolic process (GO:0031145),22/84,7.887692674833594e-11,7.595384063942702e-09,6.930695044895244,PSMD10;ANAPC15;PSMA7;ANAPC11;PSMD8;PSMA5;PSMB6;PSMB4;PSMC5;PSMA4;PSMB5;PSMB2;UBB;PSMB3;PSMC4;PSMB1;PSME1;PSME2;BUB3;RPS27A;UBA52;ANAPC2
Ast3,mRNA processing (GO:0006397),44/300,1.0659391959742243e-10,9.971099793198889e-09,3.399789029535865,SF3B5;SF3B6;SUPT4H1;CSTF2T;SNU13;UBL5;SNRPD2;PABPN1;SNRPD1;PCBP1;POLR2C;PCBP2;SNRPB2;POLR2H;HNRNPA1;POLR2I;POLR2J;POLR2K;POLR2L;ALYREF;BUD31;ZCRB1;CWC15;LSM4;GTF2H5;THOC7;LSM3;LSM7;HNRNPK;HNRNPH1;FRG1;SNRPG;SRSF2;SNRNP27;HNRNPH2;SNRPE;SNRNP25;AURKAIP1;CACTIN;SNRPC;SRSF6;SRSF8;SNRPB;SRSF9
Ast3,"mRNA splicing, via spliceosome (GO:0000398)",41/274,2.480401596421319e-10,2.2557874518564997e-08,3.473980404633929,SF3B5;SF3B6;CSTF2T;SNU13;UBL5;SNRPD2;PABPN1;SNRPD1;PCBP1;POLR2C;PCBP2;SNRPB2;POLR2H;HNRNPA1;POLR2I;POLR2J;POLR2K;POLR2L;SRPK3;ALYREF;BUD31;ZCRB1;CWC15;LSM4;LSM3;LSM7;HNRNPK;HNRNPH1;FRG1;SNRPG;SRSF2;SNRNP27;HNRNPH2;SNRPE;SNRNP25;CACTIN;SNRPC;SRSF6;SRSF8;SNRPB;SRSF9
Ast3,"mitochondrial electron transport, ubiquinol to cytochrome c (GO:0006122)",9/12,3.3704368203129276e-10,2.982381121541764e-08,58.00101729399797,UQCC3;UQCRB;UQCRQ;UQCRFS1;UQCR11;CYC1;UQCR10;UQCRH;UQCRHL
Ast3,"Wnt signaling pathway, planar cell polarity pathway (GO:0060071)",21/85,6.876563454065918e-10,5.924702302266268e-08,6.401647785787848,PSMD10;FZD1;FZD7;PSMA7;PSMD8;PSMA5;CDC42;PSMB6;PSMB4;PSMC5;PSMA4;PSMB5;PSMB2;PSMB3;PSMC4;PSMB1;PSME1;AP2S1;PSME2;RAC1;PFN1
Ast3,mitochondrial transport (GO:0006839),17/56,9.12173803906821e-10,7.657582138438287e-08,8.480552268244576,DNAJC19;TIMM8B;FIS1;BAD;TIMM13;TIMM10;TOMM22;TOMM7;TIMM17B;TSPO;SLC25A5;TMEM14A;SLC25A4;TMEM14B;TOMM5;TMEM14C;SLC25A6
Ast3,pre-replicative complex assembly (GO:0036388),18/64,1.1711755427854876e-09,9.586071817699216e-08,7.617980537452013,PSMD10;PSMA7;PSMD8;PSMA5;PSMB6;PSMB4;PSMC5;PSMA4;PSMB5;PSMB2;UBB;PSMB3;PSMC4;PSMB1;PSME1;PSME2;RPS27A;UBA52
Ast3,"mitochondrial electron transport, cytochrome c to oxygen (GO:0006123)",10/17,1.2191994745033822e-09,9.667890584980599e-08,27.64183881291824,COX8A;COX7B;NDUFA4;COX4I1;COX5B;COX6A1;COX6C;COX5A;COX7C;COX6B1
Ast3,negative regulation of cell cycle G2/M phase transition (GO:1902750),17/57,1.2402303132840107e-09,9.667890584980599e-08,8.268102564102565,PSMD10;PSMA7;RBX1;PSMD8;PSMA5;PSMB6;PSMB4;PSMC5;PSMA4;PSMB5;PSMB2;PSMB3;PSMC4;PSMB1;PSME1;PSME2;SKP1
Ast3,regulation of establishment of planar polarity (GO:0090175),21/88,1.3668938209323726e-09,1.04074659761223e-07,6.114038458582474,PSMD10;FZD1;FZD7;PSMA7;PSMD8;PSMA5;CDC42;PSMB6;PSMB4;PSMC5;PSMA4;PSMB5;PSMB2;PSMB3;PSMC4;PSMB1;PSME1;AP2S1;PSME2;RAC1;PFN1
Ast3,regulation of cellular amine metabolic process (GO:0033238),16/51,1.6578878750856555e-09,1.233619296143281e-07,8.886651053864169,PSMD10;OAZ1;PSMA7;PSMD8;PSMA5;PSMB6;PSMB4;PSMC5;PSMA4;PSMB5;PSMB2;PSMB3;PSMC4;PSMB1;PSME1;PSME2
